Ref,LocationId,Location,SalesDate,Category,ProductCode,SalesAmount
fe9e62943aee422a75229e5f0388bf81,1,Denver,2020-08-31,Footwear_Boots,Hike-Pro-x2,149.99
387cb3e02092555d01970082fef941e6,1,Denver,2020-08-31,Backpacks,HSX-75L,190.99
677f2727fd789a6bdaab81906840b6a7,1,Denver,2020-08-31,Footwear_Boots,Walk-AT1x,240.5
a1e0fcde814bda9eef3a81a411261c1c,1,Denver,2020-08-31,Footwear_Boots,Hike-Lite,89.99
a7b783a4773356aacaa70d42a0f383c4,1,Denver,2020-08-31,Backpacks,HS-75L,120.99
9b2330b3d825c17fa910ffa1f68f83e9,1,Denver,2020-08-31,Footwear_Boots,Hike-Lite,89.99
384acc3cf0a95fbf35862525fa3a34cb,1,Denver,2020-08-31,Backpacks,HSX-100L,225.5
505913e3d7b21a569f49e51de82efc27,1,Denver,2020-08-31,ClimbingGear,SLNG-DYN-20,49.99
e82d7986d016650c91a84112a79b1ae3,1,Denver,2020-08-31,Backpacks,HSX-75L,190.99
2619e57db57dc7351a03c65c91fb8460,1,Denver,2020-08-31,Footwear_Casual,TRN-NB-12S,129.99
ef32fb33df35ed89ba6e2e3e70878cdc,1,Denver,2020-08-31,ClimbingGear,CAM-22-S01,120.99
013ca073fecc35c31a3399ecd7cec478,1,Denver,2020-08-31,Backpacks,HS-75L,120.99
8de8e946e95282917ef6bfafbc0b7794,1,Denver,2020-08-31,Hiking,GLV-01-SML,30
1daaecfd580a56d335b9c57f88cc4615,1,Denver,2020-08-31,Backpacks,HSX-100L,225.5
7d8335a32d16aad71576152120f30c99,1,Denver,2020-08-31,ClimbingGear,SLNG-DYN-20,49.99
1ce7a8449af72ec9bbd2f2c5364d4bee,1,Denver,2020-08-31,Backpacks,HS-75L,120.99
bddc464ed2a6e45709ce78415875f9c3,1,Denver,2020-08-31,Footwear_Casual,TRN-NB-12S,129.99
2c96fead9942b598bbd14d185afb0182,1,Denver,2020-08-31,Footwear_Casual,TRN-NB-22S,139.99
be51a560b7a2d1598e2b8c9598fe1ea7,1,Denver,2020-08-31,Footwear_Boots,Hike-Lite,89.99
8fbb5bb737b9a5d07c621982bd84dfab,1,Denver,2020-08-31,Backpacks,HSX-100L,225.5
727b14455432a7dabe9ea3b07b0f4a8f,1,Denver,2020-08-31,Footwear_Casual,TRN-BXT-02,209.99
3cb655f29df74c330168f2bd6d077dff,1,Denver,2020-08-31,Backpacks,HSX-75L,190.99
50a04fc48f598c0203b316e6fc139abc,1,Denver,2020-08-31,Hiking,GPS-X1,299
e7280ed76bf0ee5b4c91866d96183093,1,Denver,2020-08-31,Footwear_Boots,Hike-Pro-x2,149.99
962ae9410936a165e125b67e43704363,1,Denver,2020-08-31,Hiking,GPS-X2,345
c4d07d20ef4177e37ca9d4c59a867930,1,Denver,2020-08-31,Footwear_Boots,Hike-Lite,89.99
c102ca5c1cc964767f9ae920ae80a54a,1,Denver,2020-08-31,Hiking,GPS-X1,299
4500aca4b4b4168553ed9d1bb58e49f9,1,Denver,2020-08-31,Jackets,TEX-FL-15x,325.9
a9247c8406260d5f094b9970cc20ac88,1,Denver,2020-08-31,Footwear_Boots,Hike-Lite,89.99
da362c3210f1dd2fefca7c986a92b52d,1,Denver,2020-08-31,Hiking,GLV-01-LG,30
bc6a06c36c6aecd29f33ca13e35ad2c0,1,Denver,2020-08-31,Footwear_Boots,Hike-Pro-x2,149.99
db1b85884519f461fecfb31e6ff21c0f,1,Denver,2020-08-31,Footwear_Boots,Hike-Lite,89.99
cfdc1ae190823ffc2f304eb4e3a93d9e,1,Denver,2020-08-31,Backpacks,HSX-100L,225.5
474885bcd5e1e2296fd84171e4f251b1,1,Denver,2020-08-31,Jackets,INS-FL-A3,200.4
53f27556528e279cd4b624e54f9acaff,1,Denver,2020-08-31,Backpacks,HSX-100L,225.5
b4c714d746aa6ae9dcfcb34ea7fa2dbb,1,Denver,2020-08-31,ClimbingGear,CAM-22-S01,120.99
046a1c71faa51bfe605aed6b5c0dd389,1,Denver,2020-08-31,Footwear_Boots,Walk-AT1,240.5
84c0d55f960a4214dc3f3c0fecbd19b8,1,Denver,2020-08-31,Footwear_Boots,Walk-AT1x,240.5
33030192bd2500c3f96f321818b29837,1,Denver,2020-08-31,Footwear_Boots,Walk-AT1,240.5
5dba70f0e30b0d9e4dd63db006cf25d8,1,Denver,2020-08-31,Backpacks,HSX-100L,225.5
5b81a77b92a37fc46695f84a92455500,1,Denver,2020-08-30,Jackets,TEX-FL-15x,325.9
8dcf3e4a2a1f4980b9a0f714173154d4,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
2bb0acec14b844fd3066cb5ad8a3701c,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x2,149.99
fd4d76e7b6ccf2fe35d74a0c2ca57b9e,1,Denver,2020-08-30,Backpacks,HSX-100L,225.5
840538b6122f4e35cb0e5f11e9ba7099,1,Denver,2020-08-30,Backpacks,HSX-75L,190.99
dc17370c3d8fa801b99a57e1a2690eba,1,Denver,2020-08-30,Hiking,GLV-20-MD,45
a7be7278b5d6ccb0adf6c195d2278756,1,Denver,2020-08-30,ClimbingGear,CAM-22-S02,120.99
57664ddebd74a357817f87785149f439,1,Denver,2020-08-30,Backpacks,HSX-75L,190.99
ab598782be48cdce99ab71191a030a6c,1,Denver,2020-08-30,Backpacks,HS-50L,99.99
2c043506d2a4fc96b692fd7799b72f75,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1x,240.5
c6bb1508805d2c610a44cfe001fa2bb4,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
266ad0a9f9d2b2b614127d9dd8390642,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
260af00af906da6e6eef67050351227d,1,Denver,2020-08-30,Hiking,GLV-20-LG,45
c2e488558c964a915e1a304b0b6735c9,1,Denver,2020-08-30,Jackets,TEX-HL-15,300.9
094db9aeb096b38af043180c49b1cbf8,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
366e6a5f0047a8ff41d6b8fd1a93ee75,1,Denver,2020-08-30,Footwear_Casual,TRN-BXT-02,209.99
3a5593a3bd2892dc6e1ebd88b582d1e1,1,Denver,2020-08-30,Footwear_Casual,TRN-BXT-02,209.99
72e80da2fd96fd14fed62a071046988b,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
783e87432a3dd1c7f9648092d9a1cb56,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
65a4c235022035325b20f1e735a20f4a,1,Denver,2020-08-30,Backpacks,HSX-100L,225.5
617fa6da98e3f0c94fd6ec3008954da8,1,Denver,2020-08-30,Jackets,INS-HL-A1,126.4
a796bb3ad720245b23f3d710870b7655,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
706540b5174aad88ff610812aa9dc039,1,Denver,2020-08-30,Hiking,GLV-01-SML,30
942951f11a0012caf109e8984ca5398b,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1,240.5
6e1cfc45e277cceae33d2ca8e35a0121,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x3,240.5
82c649dad3a8ec6655fd55a549c48594,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x3,240.5
d86457e7921ee3663e7c1ae8894274b6,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1,240.5
f5f39ee7b7c4b1f76507243ab4487d0f,1,Denver,2020-08-30,Backpacks,HSX-75L,190.99
9354f49edd3e051dc6b7db09fc3180ae,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
d83256f7683f9990eca8be8c0cb4262a,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x3,240.5
9c3c5e69f1d33c771733083aae4f7dac,1,Denver,2020-08-30,Jackets,INS-HL-A1,126.4
e002540468af71bd0c558a0f210f10c4,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1x,240.5
4632fa58720a0f559bf8b7fc04b0ca93,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1,240.5
a409e20ebf56cdf0b0c2b5178129a351,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
e84dce16f83f1a445de94b696239f6ca,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
9580b4970aab7a2a843bdff31501c940,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
5c77558029c9d8ae7d7029516c0386b7,1,Denver,2020-08-30,Jackets,TEX-HL-15,300.9
cb10f40ac7757573fbcb8d01eb767e7e,1,Denver,2020-08-30,Footwear_Casual,TRN-NB-12S,129.99
a212b74ed9ddeab1c2958e730a75ab2c,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1,240.5
dd8a70b95fce0e1c6fdc8151bf34cd69,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1x,240.5
69c628a95c2ee3950fd3faec1956d1e8,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x2,149.99
6b2cad71d29da96a65fc7afa236d082b,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x3,240.5
8da21b637427cd0cd16dfc031250d2bf,1,Denver,2020-08-30,Backpacks,HSX-75L,190.99
1913890427d2cf1cb3b2a61a62513b0b,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1x,240.5
12da3068264f9b1269b7221e018af009,1,Denver,2020-08-30,Backpacks,HSX-100L,225.5
a460e2554a7fad542cee3d2f0cb71c33,1,Denver,2020-08-30,Backpacks,HS-50L,99.99
d74cfe17ff6b2af431148d75759b74df,1,Denver,2020-08-30,Hiking,GPS-X2,345
1e739eabb6f69a941acc682e26dfc53f,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x2,149.99
699050726f347c906bb890591ce09e73,1,Denver,2020-08-30,ClimbingGear,SLNG-DYN-20,49.99
563c9f9f40ddb7992df6b77af13996f1,1,Denver,2020-08-30,Hiking,GPS-X2,345
a93e7e5c6f7e6da70fd59384dcb1bcf1,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1x,240.5
967a7d5292b3c24e7c4ec256d81f371d,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x2,149.99
030bcd02dbc4424eb77f278b70da2a2e,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1,240.5
a99b1d0f60c794782f284f2cd5720a0f,1,Denver,2020-08-30,Footwear_Casual,TRN-BXT-01,199.99
8d9036043e1970d1e8e465286e388735,1,Denver,2020-08-30,Backpacks,HS-50L,99.99
c9281dcde38666b4b0d726944b556b56,1,Denver,2020-08-30,Footwear_Casual,TRN-BXT-01,199.99
82d3322d342e9fbb1d0a936556da8420,1,Denver,2020-08-30,Footwear_Boots,Hike-Pro-x3,240.5
dce093f9e85f45c3007c9657924f9159,1,Denver,2020-08-30,Footwear_Boots,Hike-Lite,89.99
fb97128ece0d251b8aa5e375e919e338,1,Denver,2020-08-30,Backpacks,HSX-75L,190.99
1d6a041a2a3bd89b01447560b3135e6c,1,Denver,2020-08-30,Backpacks,HS-75L,120.99
fe91cf02446441d0ff30c1ca6c07eb45,1,Denver,2020-08-30,Hiking,GPS-X1,299
e5705598caeeb9b9139502a3d682cb62,1,Denver,2020-08-30,Footwear_Boots,Walk-AT1x,240.5
68f99e5b19de529d570a96c1626ecf19,1,Denver,2020-08-29,ClimbingGear,CAM-44-S02,265.99
a359db6c4ffe6cecab1d34d67f0590cb,1,Denver,2020-08-29,ClimbingGear,CAM-44-S01,214.99
a19c79a6880927f0062598f77f191b61,1,Denver,2020-08-29,Backpacks,HSX-75L,190.99
6b8252f47d81c2b600b6742fe5661e8f,1,Denver,2020-08-29,Backpacks,HSX-100L,225.5
d733c479ff55d04a6ce19e1eeb9778d9,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
993098cf0b0831f4156b28c06b5dae7a,1,Denver,2020-08-29,Jackets,INS-FL-A2,135.9
43347dbf1abcdce081ffc4fca7c0036e,1,Denver,2020-08-29,Footwear_Boots,Walk-AT1x,240.5
3b96115c2c39865a7a904222955888c3,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
9282482dff9516482acba79cda8d2f3e,1,Denver,2020-08-29,Footwear_Boots,Walk-AT1,240.5
6e24f98f91e9bdac3f4266ad3cd89ef2,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x3,240.5
5792c980786ed07ec6bd9deb12e241cc,1,Denver,2020-08-29,Backpacks,HSX-75L,190.99
3ad107358557894e4a616c3b581ffb6c,1,Denver,2020-08-29,Backpacks,HSX-100L,225.5
ae3e56c8b31a7051f3852b5a51b73f94,1,Denver,2020-08-29,Jackets,INS-FL-A3,200.4
174f1f1fb3564704be9bfe1659c5b727,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
757a78ebf94dc92f038677a8b10491cc,1,Denver,2020-08-29,Backpacks,HSX-75L,190.99
3300974e7b022af3177fa979ded17d6c,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
bdfc320316d803334978720d6c4a1d8c,1,Denver,2020-08-29,ClimbingGear,CAM-44-S01,214.99
99c0959e858de80ec8854a3b2f00c778,1,Denver,2020-08-29,Backpacks,HS-75L,120.99
57e326f2849f6f2f97b0316a0bb94a59,1,Denver,2020-08-29,Footwear_Casual,TRN-NB-32S,149.99
8ce7ac390cd5ea1db80d36834d20a805,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
e40288b87dbc73ae86095f6c2d8bd96c,1,Denver,2020-08-29,Footwear_Boots,Walk-AT1x,240.5
e8f29b4db029bc81851fcef23dfcfa0a,1,Denver,2020-08-29,Hiking,GPS-X2,345
b7ca2b6e181300fb85775e5cc3829a42,1,Denver,2020-08-29,Hiking,GPS-X2,345
1fff592efa54eff214b0e4ddbea04165,1,Denver,2020-08-29,Backpacks,HSX-100L,225.5
ba8d8b23dd5dbedf71ee7264b6d99e51,1,Denver,2020-08-29,Backpacks,HSX-75L,190.99
39f07ce546dc4854538588bd1406be55,1,Denver,2020-08-29,ClimbingGear,SLNG-NYL-11,10.99
08cb187c8b729835f5c09de45f8b07d8,1,Denver,2020-08-29,Backpacks,HSX-75L,190.99
037490ffae2eef3309453ad02453aa91,1,Denver,2020-08-29,ClimbingGear,SLNG-DYN-20,49.99
d37c850273d6d98b0ed8f6212aeb7d65,1,Denver,2020-08-29,Footwear_Casual,TRN-BXT-01,199.99
cbbac2a0f7116acbffdcd718f094495a,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x3,240.5
96f636865c2891015642e2e2949510fd,1,Denver,2020-08-29,Footwear_Boots,Walk-AT1x,240.5
0af7bedb872b4c657e98f2471d579dce,1,Denver,2020-08-29,ClimbingGear,SLNG-DYN-20,49.99
5d39905fb2e44f7eebf5465dd74b4800,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
f69dd641f6c62cdddf30a6c7211dae4f,1,Denver,2020-08-29,Backpacks,HSX-100L,225.5
3a127e6854e3a83f2ccbf3e6c65bb78c,1,Denver,2020-08-29,Hiking,GPS-X2,345
e808d328b8811f02b80d6f0b34ad309c,1,Denver,2020-08-29,Jackets,INS-FL-A3,200.4
6e16d2fce17b93bb2a57789c6529307a,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
fd7587c7360269a3086057b904b5aa85,1,Denver,2020-08-29,Footwear_Casual,TRN-BXT-02,209.99
c8258247dc28582c9a7cb5df4e33db90,1,Denver,2020-08-29,Jackets,TEX-HL-15,300.9
ecc8b633fb5c0034b86187712f1f990d,1,Denver,2020-08-29,Footwear_Boots,Walk-AT1x,240.5
927d054c2b330e245863626507673d54,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
484781012e04e870fb9667873281d042,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
f5044b0e6471e336748b01808bbc28e8,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x3,240.5
154386acb0f532e2095fa02a3e8823db,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x3,240.5
fdb2ea49aa03b4ef05922fddfb69ff0e,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
d25bfa43eff357e1cc5ad10f0e06eafe,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
57856bbf3c2f3f108ea6261b76f7bd88,1,Denver,2020-08-29,Backpacks,HSX-75L,190.99
b144985cec4566f9119361f65fd767d0,1,Denver,2020-08-29,Hiking,GLV-01-LG,30
ac7bfb1e53315cb437d29f5dba7fac4b,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
c16c4219461c15df38e1cbecf5b43e01,1,Denver,2020-08-29,Backpacks,HSX-100L,225.5
fc436a256d33d905e038bc129e5fe199,1,Denver,2020-08-29,ClimbingGear,SLNG-DYN-20,49.99
38c3bebf53aa254dc8139f7018495560,1,Denver,2020-08-29,Backpacks,HS-75L,120.99
d55ead35c0a093c4b575b7273c5dcfad,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x3,240.5
c16cb880a6e6c488635487a74a63c4d7,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
50d3ffa27ea8f2fecb7e366e79c35a43,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
9f05c19832b245686eacf9a5dd471785,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
1a3147d169cbd5264cb2b05c436aa59a,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x3,240.5
540f63ac0d806706a84f55e501c44b2a,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
c2036561df0c08773cc1045325b79286,1,Denver,2020-08-29,Footwear_Boots,Hike-Pro-x2,149.99
8b16494ca8f6774e74b7f9572807611e,1,Denver,2020-08-29,Footwear_Boots,Hike-Lite,89.99
0ee8b68d07fad003f8adf1a4da8a0380,1,Denver,2020-08-29,Footwear_Boots,Walk-AT1x,240.5
0b68f5c4de6dfc81ad8980f080ce10ed,1,Denver,2020-08-28,Footwear_Casual,TRN-BXT-01,199.99
b3a72a757c37d9f708de58b6c159d4a9,1,Denver,2020-08-28,Jackets,TEX-HL-15,300.9
055bcbd578e0657666cb86e757e5a158,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
e27adb0d3b986c460bf85c04681a7643,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1x,240.5
2120ca72eab3df4e6256f5875c798943,1,Denver,2020-08-28,Backpacks,HSX-75L,190.99
45e81343749ddbe8335c65b536e4d146,1,Denver,2020-08-28,Hiking,GPS-X2,345
fce350b7fb8d51bd8a4d174304936312,1,Denver,2020-08-28,ClimbingGear,CAM-44-S02,265.99
2960011053cc1d5d3e021dc780498dd6,1,Denver,2020-08-28,Footwear_Casual,TRN-BXT-01,199.99
2f7baaafb35575941f94b63e5fe24207,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1,240.5
347fe66841c5f901f97f4a897fa41402,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1,240.5
7a58594216cf2ec377541f3f1e765596,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1,240.5
0adeb3c9148a075e3fb276513e09b549,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1x,240.5
155b8759f01581e54bda5b7be473950d,1,Denver,2020-08-28,Footwear_Casual,TRN-BXT-02,209.99
ff55b5fae2e928f681f18d3fccd4f622,1,Denver,2020-08-28,Backpacks,HSX-100L,225.5
27568dde1ad9b0bddd3bb4ad55c19234,1,Denver,2020-08-28,Footwear_Casual,TRN-BXT-02,209.99
5666f7efad16234e5ba7290a97b4fe00,1,Denver,2020-08-28,Backpacks,HSX-75L,190.99
5ec76abcc1caad514674bb33a4525642,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1x,240.5
1c262ec1831662e26b163e81e91dcca8,1,Denver,2020-08-28,ClimbingGear,CAM-44-S01,214.99
bb3b6e81cbc81bb07322cfce9e1e83de,1,Denver,2020-08-28,Hiking,GPS-X1,299
59eaa7c1fa11629afd7cf278b38fdfe4,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
66cd163bab943cdcd2828c8ff2f1fdb2,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1x,240.5
9fc96feb9167672cdddd3cd1e5f67e4e,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
cfc6dda54827a131e3e427230203a13c,1,Denver,2020-08-28,ClimbingGear,SLNG-DYN-20,49.99
1f59fbe362fb1afcaf96b8d2ea07967e,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
3cbec3bc6430771af0c810386ce8aa65,1,Denver,2020-08-28,Backpacks,HS-75L,120.99
988aa580cbbc65f76ac471fb5256078a,1,Denver,2020-08-28,Hiking,GLV-20-SML,45
98d4364a9c175605de9f262a6e6cdced,1,Denver,2020-08-28,Backpacks,HS-50L,99.99
b90a9f6bb1e0fa0543a071d2bbb9a437,1,Denver,2020-08-28,Footwear_Boots,Hike-Pro-x2,149.99
405fec015fc2a3846d3ec6ce3f174abd,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
bf00b483feefae64c4d84d5aed9a2a19,1,Denver,2020-08-28,Footwear_Boots,Hike-Pro-x2,149.99
24b4012ba5da6d6dd7a0b67b789f1ffa,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1x,240.5
52b4982198f9e97d07dbb2c0e642dcbf,1,Denver,2020-08-28,ClimbingGear,SLNG-DYN-20,49.99
b23d0ea6f49e575a3f3be715fa5b7a57,1,Denver,2020-08-28,Backpacks,HSX-100L,225.5
2d6572e130a45201086739dcecedb277,1,Denver,2020-08-28,Backpacks,HS-75L,120.99
c4de8dba655b9bfa13e0cf272a609ae7,1,Denver,2020-08-28,Backpacks,HSX-75L,190.99
4737f8d3777ba4f459fad6795b8c1637,1,Denver,2020-08-28,Footwear_Casual,TRN-NB-12S,129.99
b075654309ab93113f488f3e811e1b84,1,Denver,2020-08-28,Backpacks,HSX-75L,190.99
c875eac063246721874b2a634d457893,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
d4e6e939aa812900e8f8372015507f27,1,Denver,2020-08-28,Footwear_Boots,Walk-AT1,240.5
fcdfedaabef1ee74918146b055c78f44,1,Denver,2020-08-28,Footwear_Boots,Hike-Pro-x3,240.5
4e379f086a500d628705c7e5cd76cc6c,1,Denver,2020-08-28,Backpacks,HS-50L,99.99
850dbfb6be51af9474a7170235323fbb,1,Denver,2020-08-28,Footwear_Casual,TRN-BXT-01,199.99
f7620459ceceb79e2ceea9e429ce9d8a,1,Denver,2020-08-28,Jackets,TEX-HL-15,300.9
8f4b32ffeda9069a62ed22aa728bdb5c,1,Denver,2020-08-28,Backpacks,HS-75L,120.99
1d57b0477b8fb4f953a38ee23aa45a1f,1,Denver,2020-08-28,ClimbingGear,SLNG-DYN-20,49.99
9b48b31b6c90c6f4f2a50a50e0c89e78,1,Denver,2020-08-28,ClimbingGear,SLNG-DYN-20,49.99
fd3b531d0c782466f86afab256e4c2b7,1,Denver,2020-08-28,Backpacks,HSX-75L,190.99
bd329d886eab5de40a9d3fe9c5996a78,1,Denver,2020-08-28,Footwear_Casual,TRN-NB-22S,139.99
76807232531e216eb040c2ee69ee1811,1,Denver,2020-08-28,Backpacks,HSX-75L,190.99
fd7e56744a7615bbf2ef1e3e26d2120e,1,Denver,2020-08-28,Footwear_Casual,TRN-BXT-02,209.99
f8b341016efb05191306d95bd3bd5e8a,1,Denver,2020-08-28,Footwear_Boots,Hike-Pro-x3,240.5
20436e4c769f13f5d01ef68e4f5af542,1,Denver,2020-08-28,Footwear_Boots,Hike-Pro-x3,240.5
e78bee512d785e8c1ef4fb0fb385eca7,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
855687726bc00d06d4d8d777eac552ab,1,Denver,2020-08-28,Hiking,GPS-X2,345
c154d36f47018b558155fb3cf2c98190,1,Denver,2020-08-28,Backpacks,HSX-100L,225.5
85b2d0653ed44101b8cee58ab8a12595,1,Denver,2020-08-28,Footwear_Boots,Hike-Lite,89.99
79e42c3c3e5ee61b3c66f56e340e887d,1,Denver,2020-08-28,ClimbingGear,SLNG-DYN-20,49.99
ff79548ffbcf590c426a747901c7f6be,1,Denver,2020-08-28,Footwear_Boots,Hike-Pro-x2,149.99
cf01af3621555bfd04a3cd7691489fa9,1,Denver,2020-08-28,Footwear_Casual,TRN-NB-32S,149.99
d6cf498477c6a00f844c4251be07bbb2,1,Denver,2020-08-28,Hiking,GPS-X2,345
d3b64e538dda96cd989859931ec1d31a,1,Denver,2020-08-27,Backpacks,HS-50L,99.99
6fb29a121543dd56e5b4d3186e7614c4,1,Denver,2020-08-27,Footwear_Casual,TRN-BXT-02,209.99
600b596d0898b3f234d5747670c8d773,1,Denver,2020-08-27,Footwear_Casual,TRN-BXT-01,199.99
